date,season,time_slot,home_id,sanctioned_load_watts,temperature_c,humidity_pct,appliance_name,category,priority,quantity,power_watts_each,total_power_watts,usage_hours,units_consumed,simultaneous_load_kw,optimized_action,reason,bill_amount_rs,target
2025-01-01,Winter,Morning,HOME_003,2000,24.0,54,Water Purifier,always_on,Essential,1,50,50,1.9,0.095,0.78,No optimization needed,Water Purifier is an essential appliance.,0.55,No_Action
2025-01-01,Winter,Morning,HOME_003,2000,24.0,54,WiFi,always_on,Essential,1,10,10,24.0,0.24,0.78,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-01,Winter,Night,HOME_003,2000,17.0,62,Cooler,cool,Non-essential,1,200,200,4.1,0.82,1.41,Suggest turning OFF Cooler - temperature comfortable (17.0°C),Ambient temperature 17.0°C is below the 24°C comfort threshold for cooling.,4.76,Suggest_OFF
2025-01-01,Winter,Night,HOME_003,2000,17.0,62,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.41,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-01,Winter,Night,HOME_003,2000,17.0,62,Iron Box,delay_sensitive,Non-essential,1,1000,1000,0.5,0.5,1.41,No optimization needed,Usage within normal comfort and load range.,2.9,Delay_Load
2025-01-01,Winter,Night,HOME_003,2000,17.0,62,Water Purifier,always_on,Essential,1,50,50,0.6,0.03,1.41,No optimization needed,Water Purifier is an essential appliance.,0.17,No_Action
2025-01-01,Winter,Night,HOME_003,2000,17.0,62,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.41,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-02,Winter,Afternoon,HOME_002,4000,20.0,57,AC,cool,Non-essential,1,1500,1500,4.9,7.35,3.83,Avoid simultaneous heavy appliance usage,Combined load 3.83kW is close to the 4000W sanctioned limit.,42.63,Delay_Load
2025-01-02,Winter,Afternoon,HOME_002,4000,20.0,57,Fridge,always_on,Essential,1,150,150,24.0,3.6,3.83,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-02,Winter,Afternoon,HOME_002,4000,20.0,57,Iron Box,delay_sensitive,Non-essential,1,1000,1000,1.0,1.0,3.83,Delay Iron Box usage due to overload risk,Combined load 3.83kW is high; delaying Iron Box reduces peak load.,5.8,Delay_Load
2025-01-02,Winter,Afternoon,HOME_002,4000,20.0,57,Room Heater,heat,Non-essential,1,1000,1000,1.9,1.9,3.83,No optimization needed,Usage within normal comfort and load range.,11.02,Suggest_OFF
2025-01-02,Winter,Afternoon,HOME_002,4000,20.0,57,TV,neutral,Non-essential,1,120,120,3.8,0.456,3.83,No optimization needed,Usage within normal comfort and load range.,2.64,No_Action
2025-01-02,Winter,Afternoon,HOME_002,4000,20.0,57,Water Purifier,always_on,Essential,1,50,50,0.9,0.045,3.83,No optimization needed,Water Purifier is an essential appliance.,0.26,No_Action
2025-01-02,Winter,Afternoon,HOME_002,4000,20.0,57,WiFi,always_on,Essential,1,10,10,24.0,0.24,3.83,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-02,Winter,Evening,HOME_002,4000,19.0,61,Fridge,always_on,Essential,1,150,150,24.0,3.6,2.27,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-02,Winter,Evening,HOME_002,4000,19.0,61,Geyser,heat_water,Medium,1,2000,2000,0.6,1.2,2.27,No optimization needed,Usage within normal comfort and load range.,6.96,No_Action
2025-01-02,Winter,Evening,HOME_002,4000,19.0,61,Lights,light,Non-essential,7,9,63,3.1,0.195,2.27,No optimization needed,Usage within normal comfort and load range.,1.13,No_Action
2025-01-02,Winter,Evening,HOME_002,4000,19.0,61,Water Purifier,always_on,Essential,1,50,50,1.3,0.065,2.27,No optimization needed,Water Purifier is an essential appliance.,0.38,No_Action
2025-01-02,Winter,Evening,HOME_002,4000,19.0,61,WiFi,always_on,Essential,1,10,10,24.0,0.24,2.27,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-02,Winter,Morning,HOME_002,4000,22.0,58,Fridge,always_on,Essential,1,150,150,24.0,3.6,2.08,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-02,Winter,Morning,HOME_002,4000,22.0,58,Mixer,delay_sensitive,Non-essential,1,750,750,0.7,0.525,2.08,No optimization needed,Usage within normal comfort and load range.,3.04,No_Action
2025-01-02,Winter,Morning,HOME_002,4000,22.0,58,Room Heater,heat,Non-essential,1,1000,1000,3.0,3.0,2.08,Suggest turning OFF Room Heater - heating not required (22.0°C),Ambient temperature 22.0°C is above the 20°C heating threshold.,17.4,No_Action
2025-01-02,Winter,Morning,HOME_002,4000,22.0,58,TV,neutral,Non-essential,1,120,120,3.3,0.396,2.08,No optimization needed,Usage within normal comfort and load range.,2.3,No_Action
2025-01-02,Winter,Morning,HOME_002,4000,22.0,58,Water Purifier,always_on,Essential,1,50,50,1.7,0.085,2.08,No optimization needed,Water Purifier is an essential appliance.,0.49,No_Action
2025-01-02,Winter,Morning,HOME_002,4000,22.0,58,WiFi,always_on,Essential,1,10,10,24.0,0.24,2.08,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-02,Winter,Night,HOME_002,4000,24.0,58,Cooler,cool,Non-essential,1,200,200,6.0,1.2,3.43,No optimization needed,Usage within normal comfort and load range.,6.96,Delay_Load
2025-01-02,Winter,Night,HOME_002,4000,24.0,58,Fridge,always_on,Essential,1,150,150,24.0,3.6,3.43,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-02,Winter,Night,HOME_002,4000,24.0,58,Iron Box,delay_sensitive,Non-essential,1,1000,1000,1.4,1.4,3.43,Delay Iron Box usage due to overload risk,Combined load 3.43kW is high; delaying Iron Box reduces peak load.,8.12,Delay_Load
2025-01-02,Winter,Night,HOME_002,4000,24.0,58,Lights,light,Non-essential,8,9,72,3.7,0.266,3.43,No optimization needed,Usage within normal comfort and load range.,1.54,No_Action
2025-01-02,Winter,Night,HOME_002,4000,24.0,58,Mixer,delay_sensitive,Non-essential,1,750,750,1.1,0.825,3.43,Delay Mixer usage due to overload risk,Combined load 3.43kW is high; delaying Mixer reduces peak load.,4.78,No_Action
2025-01-02,Winter,Night,HOME_002,4000,24.0,58,Oven,delay_sensitive,Non-essential,1,1200,1200,0.8,0.96,3.43,Avoid simultaneous heavy appliance usage,Combined load 3.43kW is close to the 4000W sanctioned limit.,5.57,Delay_Load
2025-01-02,Winter,Night,HOME_002,4000,24.0,58,Water Purifier,always_on,Essential,1,50,50,1.1,0.055,3.43,No optimization needed,Water Purifier is an essential appliance.,0.32,No_Action
2025-01-02,Winter,Night,HOME_002,4000,24.0,58,WiFi,always_on,Essential,1,10,10,24.0,0.24,3.43,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-05,Winter,Afternoon,HOME_003,2000,18.0,57,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.26,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-05,Winter,Afternoon,HOME_003,2000,18.0,57,Iron Box,delay_sensitive,Non-essential,1,1000,1000,0.6,0.6,1.26,No optimization needed,Usage within normal comfort and load range.,3.48,No_Action
2025-01-05,Winter,Afternoon,HOME_003,2000,18.0,57,Lights,light,Non-essential,6,9,54,3.0,0.162,1.26,No optimization needed,Usage within normal comfort and load range.,0.94,No_Action
2025-01-05,Winter,Afternoon,HOME_003,2000,18.0,57,Water Purifier,always_on,Essential,1,50,50,0.7,0.035,1.26,No optimization needed,Water Purifier is an essential appliance.,0.2,No_Action
2025-01-05,Winter,Afternoon,HOME_003,2000,18.0,57,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.26,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-05,Winter,Evening,HOME_003,2000,20.0,46,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.21,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-05,Winter,Evening,HOME_003,2000,20.0,46,Room Heater,heat,Non-essential,1,1000,1000,1.1,1.1,1.21,No optimization needed,Usage within normal comfort and load range.,6.38,Suggest_OFF
2025-01-05,Winter,Evening,HOME_003,2000,20.0,46,Water Purifier,always_on,Essential,1,50,50,1.0,0.05,1.21,No optimization needed,Water Purifier is an essential appliance.,0.29,Suggest_OFF
2025-01-05,Winter,Evening,HOME_003,2000,20.0,46,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.21,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-05,Winter,Morning,HOME_003,2000,21.0,50,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.83,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-05,Winter,Morning,HOME_003,2000,21.0,50,Iron Box,delay_sensitive,Non-essential,1,1000,1000,1.2,1.2,1.83,Avoid simultaneous heavy appliance usage,Combined load 1.83kW is close to the 2000W sanctioned limit.,6.96,Delay_Load
2025-01-05,Winter,Morning,HOME_003,2000,21.0,50,TV,neutral,Non-essential,1,120,120,1.7,0.204,1.83,No optimization needed,Usage within normal comfort and load range.,1.18,Delay_Load
2025-01-05,Winter,Morning,HOME_003,2000,21.0,50,Washing Machine,delay_sensitive,Non-essential,1,500,500,0.8,0.4,1.83,Delay Washing Machine usage due to overload risk,Combined load 1.83kW is high; delaying Washing Machine reduces peak load.,2.32,No_Action
2025-01-05,Winter,Morning,HOME_003,2000,21.0,50,Water Purifier,always_on,Essential,1,50,50,1.8,0.09,1.83,No optimization needed,Water Purifier is an essential appliance.,0.52,No_Action
2025-01-05,Winter,Morning,HOME_003,2000,21.0,50,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.83,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-05,Winter,Night,HOME_003,2000,24.0,45,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.53,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-05,Winter,Night,HOME_003,2000,24.0,45,Oven,delay_sensitive,Non-essential,1,1200,1200,1.1,1.32,1.53,No optimization needed,Usage within normal comfort and load range.,7.66,No_Action
2025-01-05,Winter,Night,HOME_003,2000,24.0,45,TV,neutral,Non-essential,1,120,120,2.3,0.276,1.53,No optimization needed,Usage within normal comfort and load range.,1.6,No_Action
2025-01-05,Winter,Night,HOME_003,2000,24.0,45,Water Purifier,always_on,Essential,1,50,50,1.9,0.095,1.53,No optimization needed,Water Purifier is an essential appliance.,0.55,No_Action
2025-01-05,Winter,Night,HOME_003,2000,24.0,45,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.53,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-06,Winter,Afternoon,HOME_003,2000,19.0,60,Cooler,cool,Non-essential,1,200,200,3.2,0.64,0.91,Suggest turning OFF Cooler - temperature comfortable (19.0°C),Ambient temperature 19.0°C is below the 24°C comfort threshold for cooling.,3.71,Suggest_OFF
2025-01-06,Winter,Afternoon,HOME_003,2000,19.0,60,Fridge,always_on,Essential,1,150,150,24.0,3.6,0.91,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-06,Winter,Afternoon,HOME_003,2000,19.0,60,Washing Machine,delay_sensitive,Non-essential,1,500,500,1.4,0.7,0.91,No optimization needed,Usage within normal comfort and load range.,4.06,No_Action
2025-01-06,Winter,Afternoon,HOME_003,2000,19.0,60,Water Purifier,always_on,Essential,1,50,50,1.2,0.06,0.91,No optimization needed,Water Purifier is an essential appliance.,0.35,No_Action
2025-01-06,Winter,Afternoon,HOME_003,2000,19.0,60,WiFi,always_on,Essential,1,10,10,24.0,0.24,0.91,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-06,Winter,Evening,HOME_003,2000,26.0,63,Cooler,cool,Non-essential,1,200,200,3.3,0.66,0.68,No optimization needed,Usage within normal comfort and load range.,3.83,No_Action
2025-01-06,Winter,Evening,HOME_003,2000,26.0,63,Fans,cool,Non-essential,1,75,75,4.0,0.3,0.68,No optimization needed,Usage within normal comfort and load range.,1.74,No_Action
2025-01-06,Winter,Evening,HOME_003,2000,26.0,63,Fridge,always_on,Essential,1,150,150,24.0,3.6,0.68,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-06,Winter,Evening,HOME_003,2000,26.0,63,Lights,light,Non-essential,8,9,72,3.7,0.266,0.68,No optimization needed,Usage within normal comfort and load range.,1.54,No_Action
2025-01-06,Winter,Evening,HOME_003,2000,26.0,63,TV,neutral,Non-essential,1,120,120,3.8,0.456,0.68,No optimization needed,Usage within normal comfort and load range.,2.64,No_Action
2025-01-06,Winter,Evening,HOME_003,2000,26.0,63,Water Purifier,always_on,Essential,1,50,50,1.7,0.085,0.68,No optimization needed,Water Purifier is an essential appliance.,0.49,No_Action
2025-01-06,Winter,Evening,HOME_003,2000,26.0,63,WiFi,always_on,Essential,1,10,10,24.0,0.24,0.68,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-06,Winter,Morning,HOME_003,2000,21.0,50,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.96,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-06,Winter,Morning,HOME_003,2000,21.0,50,Iron Box,delay_sensitive,Non-essential,1,1000,1000,1.2,1.2,1.96,Avoid simultaneous heavy appliance usage,Combined load 1.96kW is close to the 2000W sanctioned limit.,6.96,Delay_Load
2025-01-06,Winter,Morning,HOME_003,2000,21.0,50,Mixer,delay_sensitive,Non-essential,1,750,750,0.8,0.6,1.96,Delay Mixer usage due to overload risk,Combined load 1.96kW is high; delaying Mixer reduces peak load.,3.48,Delay_Load
2025-01-06,Winter,Morning,HOME_003,2000,21.0,50,Water Purifier,always_on,Essential,1,50,50,1.3,0.065,1.96,No optimization needed,Water Purifier is an essential appliance.,0.38,No_Action
2025-01-06,Winter,Morning,HOME_003,2000,21.0,50,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.96,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-06,Winter,Night,HOME_003,2000,21.0,52,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.96,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-06,Winter,Night,HOME_003,2000,21.0,52,Iron Box,delay_sensitive,Non-essential,1,1000,1000,0.9,0.9,1.96,Avoid simultaneous heavy appliance usage,Combined load 1.96kW is close to the 2000W sanctioned limit.,5.22,Delay_Load
2025-01-06,Winter,Night,HOME_003,2000,21.0,52,Mixer,delay_sensitive,Non-essential,1,750,750,1.0,0.75,1.96,Delay Mixer usage due to overload risk,Combined load 1.96kW is high; delaying Mixer reduces peak load.,4.35,Delay_Load
2025-01-06,Winter,Night,HOME_003,2000,21.0,52,Water Purifier,always_on,Essential,1,50,50,1.3,0.065,1.96,No optimization needed,Water Purifier is an essential appliance.,0.38,No_Action
2025-01-06,Winter,Night,HOME_003,2000,21.0,52,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.96,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-09,Winter,Afternoon,HOME_001,3000,17.0,51,Cooler,cool,Non-essential,1,200,200,5.3,1.06,0.41,Suggest turning OFF Cooler - temperature comfortable (17.0°C),Ambient temperature 17.0°C is below the 24°C comfort threshold for cooling.,6.15,Suggest_OFF
2025-01-09,Winter,Afternoon,HOME_001,3000,17.0,51,Fridge,always_on,Essential,1,150,150,24.0,3.6,0.41,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-09,Winter,Afternoon,HOME_001,3000,17.0,51,Water Purifier,always_on,Essential,1,50,50,0.8,0.04,0.41,No optimization needed,Water Purifier is an essential appliance.,0.23,Delay_Load
2025-01-09,Winter,Afternoon,HOME_001,3000,17.0,51,WiFi,always_on,Essential,1,10,10,24.0,0.24,0.41,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-09,Winter,Evening,HOME_001,3000,16.0,51,Fridge,always_on,Essential,1,150,150,24.0,3.6,2.5,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-09,Winter,Evening,HOME_001,3000,16.0,51,Lights,light,Non-essential,5,9,45,3.8,0.171,2.5,No optimization needed,Usage within normal comfort and load range.,0.99,Delay_Load
2025-01-09,Winter,Evening,HOME_001,3000,16.0,51,Mixer,delay_sensitive,Non-essential,1,750,750,0.3,0.225,2.5,No optimization needed,Usage within normal comfort and load range.,1.3,Delay_Load
2025-01-09,Winter,Evening,HOME_001,3000,16.0,51,Room Heater,heat,Non-essential,1,1000,1000,1.7,1.7,2.5,No optimization needed,Usage within normal comfort and load range.,9.86,No_Action
2025-01-09,Winter,Evening,HOME_001,3000,16.0,51,Washing Machine,delay_sensitive,Non-essential,1,500,500,1.2,0.6,2.5,No optimization needed,Usage within normal comfort and load range.,3.48,No_Action
2025-01-09,Winter,Evening,HOME_001,3000,16.0,51,Water Purifier,always_on,Essential,1,50,50,2.0,0.1,2.5,No optimization needed,Water Purifier is an essential appliance.,0.58,No_Action
2025-01-09,Winter,Evening,HOME_001,3000,16.0,51,WiFi,always_on,Essential,1,10,10,24.0,0.24,2.5,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-09,Winter,Morning,HOME_001,3000,22.0,55,Fridge,always_on,Essential,1,150,150,24.0,3.6,0.83,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-09,Winter,Morning,HOME_001,3000,22.0,55,TV,neutral,Non-essential,1,120,120,1.3,0.156,0.83,No optimization needed,Usage within normal comfort and load range.,0.9,No_Action
2025-01-09,Winter,Morning,HOME_001,3000,22.0,55,Washing Machine,delay_sensitive,Non-essential,1,500,500,1.2,0.6,0.83,No optimization needed,Usage within normal comfort and load range.,3.48,No_Action
2025-01-09,Winter,Morning,HOME_001,3000,22.0,55,Water Purifier,always_on,Essential,1,50,50,0.9,0.045,0.83,No optimization needed,Water Purifier is an essential appliance.,0.26,No_Action
2025-01-09,Winter,Morning,HOME_001,3000,22.0,55,WiFi,always_on,Essential,1,10,10,24.0,0.24,0.83,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-09,Winter,Night,HOME_001,3000,16.0,60,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.4,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-09,Winter,Night,HOME_001,3000,16.0,60,Lights,light,Non-essential,8,9,72,2.9,0.209,1.4,No optimization needed,Usage within normal comfort and load range.,1.21,No_Action
2025-01-09,Winter,Night,HOME_001,3000,16.0,60,Room Heater,heat,Non-essential,1,1000,1000,1.6,1.6,1.4,No optimization needed,Usage within normal comfort and load range.,9.28,Delay_Load
2025-01-09,Winter,Night,HOME_001,3000,16.0,60,TV,neutral,Non-essential,1,120,120,2.2,0.264,1.4,No optimization needed,Usage within normal comfort and load range.,1.53,No_Action
2025-01-09,Winter,Night,HOME_001,3000,16.0,60,Water Purifier,always_on,Essential,1,50,50,1.6,0.08,1.4,No optimization needed,Water Purifier is an essential appliance.,0.46,No_Action
2025-01-09,Winter,Night,HOME_001,3000,16.0,60,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.4,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-09,Winter,Afternoon,HOME_002,4000,25.0,49,Fans,cool,Non-essential,1,75,75,2.8,0.21,2.23,No optimization needed,Usage within normal comfort and load range.,1.22,No_Action
2025-01-09,Winter,Afternoon,HOME_002,4000,25.0,49,Fridge,always_on,Essential,1,150,150,24.0,3.6,2.23,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-09,Winter,Afternoon,HOME_002,4000,25.0,49,Mixer,delay_sensitive,Non-essential,1,750,750,0.8,0.6,2.23,No optimization needed,Usage within normal comfort and load range.,3.48,No_Action
2025-01-09,Winter,Afternoon,HOME_002,4000,25.0,49,Oven,delay_sensitive,Non-essential,1,1200,1200,0.4,0.48,2.23,No optimization needed,Usage within normal comfort and load range.,2.78,No_Action
2025-01-09,Winter,Afternoon,HOME_002,4000,25.0,49,Water Purifier,always_on,Essential,1,50,50,1.4,0.07,2.23,No optimization needed,Water Purifier is an essential appliance.,0.41,No_Action
2025-01-09,Winter,Afternoon,HOME_002,4000,25.0,49,WiFi,always_on,Essential,1,10,10,24.0,0.24,2.23,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-09,Winter,Evening,HOME_002,4000,26.0,54,Fridge,always_on,Essential,1,150,150,24.0,3.6,3.96,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-09,Winter,Evening,HOME_002,4000,26.0,54,Geyser,heat_water,Medium,1,2000,2000,0.8,1.6,3.96,Avoid simultaneous heavy appliance usage,Combined load 3.96kW is close to the 4000W sanctioned limit.,9.28,Delay_Load
2025-01-09,Winter,Evening,HOME_002,4000,26.0,54,Mixer,delay_sensitive,Non-essential,1,750,750,0.9,0.675,3.96,Delay Mixer usage due to overload risk,Combined load 3.96kW is high; delaying Mixer reduces peak load.,3.92,Delay_Load
2025-01-09,Winter,Evening,HOME_002,4000,26.0,54,Room Heater,heat,Non-essential,1,1000,1000,2.3,2.3,3.96,Suggest turning OFF Room Heater - heating not required (26.0°C),Ambient temperature 26.0°C is above the 20°C heating threshold.,13.34,Suggest_OFF
2025-01-09,Winter,Evening,HOME_002,4000,26.0,54,Water Purifier,always_on,Essential,1,50,50,1.9,0.095,3.96,No optimization needed,Water Purifier is an essential appliance.,0.55,No_Action
2025-01-09,Winter,Evening,HOME_002,4000,26.0,54,WiFi,always_on,Essential,1,10,10,24.0,0.24,3.96,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-09,Winter,Morning,HOME_002,4000,25.0,58,Cooler,cool,Non-essential,1,200,200,3.4,0.68,4.28,No optimization needed,Usage within normal comfort and load range.,3.94,No_Action
2025-01-09,Winter,Morning,HOME_002,4000,25.0,58,Fridge,always_on,Essential,1,150,150,24.0,3.6,4.28,No optimization needed,Fridge is an essential appliance.,20.88,Suggest_OFF
2025-01-09,Winter,Morning,HOME_002,4000,25.0,58,Geyser,heat_water,Medium,1,2000,2000,0.5,1.0,4.28,Avoid simultaneous heavy appliance usage,Combined load 4.28kW is close to the 4000W sanctioned limit.,5.8,Suggest_OFF
2025-01-09,Winter,Morning,HOME_002,4000,25.0,58,Iron Box,delay_sensitive,Non-essential,1,1000,1000,0.6,0.6,4.28,Delay Iron Box usage due to overload risk,Combined load 4.28kW is high; delaying Iron Box reduces peak load.,3.48,Delay_Load
2025-01-09,Winter,Morning,HOME_002,4000,25.0,58,Mixer,delay_sensitive,Non-essential,1,750,750,0.7,0.525,4.28,Delay Mixer usage due to overload risk,Combined load 4.28kW is high; delaying Mixer reduces peak load.,3.04,Delay_Load
2025-01-09,Winter,Morning,HOME_002,4000,25.0,58,TV,neutral,Non-essential,1,120,120,1.0,0.12,4.28,No optimization needed,Usage within normal comfort and load range.,0.7,No_Action
2025-01-09,Winter,Morning,HOME_002,4000,25.0,58,Water Purifier,always_on,Essential,1,50,50,1.4,0.07,4.28,No optimization needed,Water Purifier is an essential appliance.,0.41,No_Action
2025-01-09,Winter,Morning,HOME_002,4000,25.0,58,WiFi,always_on,Essential,1,10,10,24.0,0.24,4.28,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-09,Winter,Night,HOME_002,4000,22.0,67,Fridge,always_on,Essential,1,150,150,24.0,3.6,2.57,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-01-09,Winter,Night,HOME_002,4000,22.0,67,Lights,light,Non-essential,4,9,36,3.1,0.112,2.57,No optimization needed,Usage within normal comfort and load range.,0.65,No_Action
2025-01-09,Winter,Night,HOME_002,4000,22.0,67,Oven,delay_sensitive,Non-essential,1,1200,1200,1.2,1.44,2.57,No optimization needed,Usage within normal comfort and load range.,8.35,No_Action
2025-01-09,Winter,Night,HOME_002,4000,22.0,67,Room Heater,heat,Non-essential,1,1000,1000,2.5,2.5,2.57,Suggest turning OFF Room Heater - heating not required (22.0°C),Ambient temperature 22.0°C is above the 20°C heating threshold.,14.5,Suggest_OFF
2025-01-09,Winter,Night,HOME_002,4000,22.0,67,TV,neutral,Non-essential,1,120,120,2.3,0.276,2.57,No optimization needed,Usage within normal comfort and load range.,1.6,No_Action
2025-01-09,Winter,Night,HOME_002,4000,22.0,67,Water Purifier,always_on,Essential,1,50,50,0.9,0.045,2.57,No optimization needed,Water Purifier is an essential appliance.,0.26,No_Action
2025-01-09,Winter,Night,HOME_002,4000,22.0,67,WiFi,always_on,Essential,1,10,10,24.0,0.24,2.57,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-01-09,Winter,Afternoon,HOME_003,2000,18.0,53,Fridge,always_on,Essential,1,150,150,24.0,3.6,0.21,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
